, 700, 15, 14, 14
, 700, 15, 14, 14
, 690, 22, 14, 14
, 688, 15, 13, 14
, 689, 15, 14, 14
, 344214, 327361, 516236, 427276
, 441031, 439269, 633655, 539351
, 426132, 447616, 635149, 541694
, 433969, 440974, 642032, 521244
, 422041, 438405, 646765, 531397
, 433330, 423924, 652246, 518805
, 389803, 418771, 637426, 515003
, 400051, 413562, 619839, 498182
, 400179, 410823, 619233, 498461
, 418663, 416906, 604395, 493939
, 412738, 418919, 624612, 500290
, 400859, 409279, 614992, 499529
, 410573, 409158, 622750, 505470
, 397764, 406491, 619833, 498049
, 409337, 401834, 617733, 493951
, 413991, 422949, 626241, 494981
, 385454, 407470, 617837, 492204
, 412287, 419880, 634139, 517076
, 433596, 431336, 652309, 522280
, 428921, 425243, 658879, 524470
, 404952, 406759, 622875, 492415
, 414347, 417337, 648367, 520828
, 416353, 431432, 650468, 530140
, 393562, 411555, 634180, 491393
, 434664, 421420, 627692, 513624
, 421954, 430854, 657871, 514835
, 390165, 421271, 638847, 515716
, 390473, 413519, 628613, 502943
, 395997, 399745, 615581, 493227
, 401996, 418167, 632563, 499986
, 391084, 396848, 614432, 493461
, 412900, 393437, 636796, 509475
, 420777, 397907, 634492, 451755
, 396250, 415807, 622848, 497033
, 430768, 427717, 641649, 520082
, 406549, 409749, 633892, 506272
, 414021, 426094, 598231, 523715
, 412251, 379667, 602275, 493877
, 404843, 418591, 646220, 519636
, 385467, 434957, 655400, 546932
, 385467, 434957, 655400, 546932
, 200143, 296645, 636686, 742846
, 163167, 328237, 643788, 736505
, 241003, 282589, 645428, 721095
, 241001, 415249, 650486, 665766
, 165670, 306681, 654219, 743247
, 211547, 408334, 607075, 711591
, 254156, 432366, 566992, 733728
, 244649, 413489, 632070, 641410
, 247387, 385655, 632159, 703914
, 249482, 330426, 604376, 747617
, 248464, 328125, 659063, 707993
, 247653, 411692, 620870, 704132
, 245074, 329884, 647118, 704601
, 245630, 418779, 601408, 706669
, 241617, 439803, 590942, 704753
, 244325, 447697, 548886, 746488
, 241683, 422450, 599627, 702304
, 246841, 389653, 572997, 734983
, 287976, 326031, 554953, 745088
, 407589, 429280, 397894, 727591
, 430129, 419592, 469674, 682490
, 355406, 433666, 491922, 704727
, 425746, 437674, 498249, 585139
